publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2024p689715,earthquake,2024-09-12T04:40:34.705Z,2024-09-18T02:13:14.543Z,173.73638916015625,-42.29967498779297,3.2243557148747337,10.256937026977539,MLv,,LOCSAT,confirmed,manual,iasp91,35,25,26,0.13231533765792847,164.63451766967773,0.7261483783570647,0.1487912122538394
2024p689377,earthquake,2024-09-12T01:40:20.890Z,2024-09-12T01:57:54.617Z,173.0332794189453,-41.97514724731445,2.2472572481716933,39.31327438354492,MLv,,LOCSAT,confirmed,manual,iasp91,30,18,6,0.20150062441825867,68.8956298828125,0.4636371965077533,0.30941366062581754
2024p688947,earthquake,2024-09-11T21:51:20.472Z,2024-09-12T02:04:07.031Z,171.677001953125,-43.827754974365234,1.988741664800207,7.673151969909668,MLv,,LOCSAT,confirmed,manual,iasp91,19,13,6,0.0487096980214119,117.13299560546875,0.5454025374464435,0.34811370838284234
2024p688851,earthquake,2024-09-11T20:59:51.074Z,2024-09-12T02:00:27.821Z,172.95486450195312,-42.0529899597168,2.570174132804556,61.69202041625977,MLv,,LOCSAT,confirmed,manual,iasp91,35,19,18,0.2279587984085083,55.89566040039062,0.5398392101342084,0.14368825681521916
2024p686397,earthquake,2024-09-10T23:12:30.685Z,2024-09-17T01:41:21.917Z,173.54295349121094,-42.20685958862305,3.2810311716852616,11.984328269958496,MLv,,LOCSAT,confirmed,manual,iasp91,36,26,19,0.200281023979187,81.78559112548828,0.5513864817984059,0.16620181431259293
2024p686089,earthquake,2024-09-10T20:28:32.760Z,2024-09-10T20:56:14.650Z,172.8896942138672,-42.03700637817383,1.67956144960269,53.14848709106445,MLv,,LOCSAT,confirmed,manual,iasp91,27,14,2,0.27457162737846375,57.80831909179688,0.6061581827405748,0.1520891182929093
2024p685078,earthquake,2024-09-10T11:29:55.961Z,2024-09-10T11:41:26.822Z,172.87503051757812,-42.66084671020508,1.7277786949613,7.253852367401123,MLv,,LOCSAT,confirmed,manual,iasp91,27,17,3,0.06827572733163834,62.98052978515625,0.6411917701184269,0.4087619096774246
2024p684964,earthquake,2024-09-10T10:29:11.824Z,2024-09-10T10:36:22.696Z,172.67349243164062,-43.57939147949219,2.551190192550796,3.03473162651062,MLv,,LOCSAT,confirmed,manual,iasp91,41,36,7,0.011820883490145206,40.05441474914551,0.17020301964178636,0.21798393924621165
2024p682527,earthquake,2024-09-09T12:50:43.813Z,2024-09-09T16:13:25.335Z,173.582763671875,-42.17617416381836,1.6753574212064875,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,15,11,1,0.17582596838474274,107.97640991210938,0.3684455950775624,0
2024p682112,earthquake,2024-09-09T09:09:31.274Z,2024-09-09T09:59:43.196Z,172.91712951660156,-42.78424072265625,2.360099843004445,10.878920555114746,MLv,,LOCSAT,confirmed,manual,iasp91,24,18,3,0.08790194988250732,58.29796600341797,0.4016542159439063,0.18580256980863846
2024p680069,earthquake,2024-09-08T15:01:17.014Z,2024-09-08T15:37:13.193Z,172.47755432128906,-43.646995544433594,1.9616555539788787,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,34,25,1,0.08721242845058441,111.35492706298828,0.18416446115469415,0
2024p678624,earthquake,2024-09-08T02:10:52.477Z,2024-09-15T22:40:45.153Z,171.07696533203125,-43.68238830566406,3.450250996893435,3.6491658687591553,MLv,,LOCSAT,confirmed,manual,iasp91,45,31,15,0.03630610927939415,45.68434143066406,0.5269261116871373,0.17615332146416682
2024p677721,earthquake,2024-09-07T18:09:49.682Z,2024-09-07T18:29:14.742Z,172.94235229492188,-42.75679016113281,2.3177385440876983,28.46766471862793,MLv,,LOCSAT,confirmed,manual,iasp91,19,14,5,0.10296300053596497,109.64630889892578,0.4556280509075128,0.1909307494677243
2024p677166,earthquake,2024-09-07T13:14:08.146Z,2024-09-07T16:24:41.987Z,172.06307983398438,-43.58332061767578,1.8517256684094356,4.758940696716309,MLv,,LOCSAT,confirmed,manual,iasp91,21,14,7,0.018879003822803497,102.7421875,0.3063805912301135,0.3463672308812151
2024p676409,earthquake,2024-09-07T06:31:00.971Z,2024-09-07T07:04:30.575Z,173.15835571289062,-42.466617584228516,2.2317728560597137,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,16,3,0.17124716937541962,89.46711730957031,0.37573729311725385,0.20345943843112244
2024p675383,earthquake,2024-09-06T21:24:29.618Z,2024-09-07T01:37:41.196Z,173.59620666503906,-42.22430419921875,2.061841852105413,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,3,0.1813519150018692,128.46601104736328,0.30628022006700933,0.14163930462875252
